year,route_no,route_name,consumer_entries,kwh,amount_php,source
2020,2594,SAN PABLO (2530),1623,142362.0,1445992.25,SUKELCO Tacurong History Ledger
2020,2595,SAN PABLO (2530),1473,119085.0,1206446.69,SUKELCO Tacurong History Ledger
2020,2597,BRGY. KALANDAGAN (2568A),30,2700.0,26821.75,SUKELCO Tacurong History Ledger
2020,2598,BRGY.KALANDAGAN (2568B),4,172.0,1748.0,SUKELCO Tacurong History Ledger
2021,2501,POB./NAT'L.HIWAY/PRK.6,7906,1241230.0,12879034.49,SUKELCO Tacurong History Ledger
2021,2502,BONIFACIO/LEDESMA/MABINI,6859,1584410.0,16367549.38,SUKELCO Tacurong History Ledger
2021,2503,LEDESMA/LAPU-LAPU/MALVAR,3055,987219.0,9939698.71,SUKELCO Tacurong History Ledger
2021,2504,NAT'L. HIGHWAY/GEN. LUNA,2963,705022.0,7238044.27,SUKELCO Tacurong History Ledger
2021,2505,NAT'L. HIGHWAY/GEN. LUNA,4571,1097678.0,11106663.64,SUKELCO Tacurong History Ledger
2021,2506,POBLACION/RESORT AREA,1424,589332.0,5660151.66,SUKELCO Tacurong History Ledger
2021,2507,LEDESMA/BONIFACIO/MALVAR,1827,587383.0,5805982.93,SUKELCO Tacurong History Ledger
2021,2509,LEDESMA/LAPU-LAPU,1953,667451.0,6477377.57,SUKELCO Tacurong History Ledger
2021,2510,FLORES/FERNANDEZ/BIACA,10894,2432667.0,25067640.27,SUKELCO Tacurong History Ledger
2021,2511,NAT'L. HIGHWAY/CANOS,6358,1422351.0,14284687.18,SUKELCO Tacurong History Ledger
2021,2512,NAT'L. HIGHWAY/BUCOL SUBD,4912,1253342.0,12696123.81,SUKELCO Tacurong History Ledger
2021,2517,GANSING,5944,716011.0,7389212.08,SUKELCO Tacurong History Ledger
2021,2518,CAYAMBANAN,4221,617101.0,6394347.01,SUKELCO Tacurong History Ledger
2021,2519,SAN EMMANUEL,15287,2412170.0,24984794.33,SUKELCO Tacurong History Ledger
2021,2522,BARAS,7074,930376.0,9641083.37,SUKELCO Tacurong History Ledger
2021,2523,RAJAHMUDA,2569,308710.0,3165292.21,SUKELCO Tacurong History Ledger
2021,2524,NEW PASSI,3860,322905.0,3306301.26,SUKELCO Tacurong History Ledger
2021,2525,SAN ANTONIO,2408,262768.0,2725664.52,SUKELCO Tacurong History Ledger
2021,2526,SAN RAFAEL,2802,247839.0,2549851.08,SUKELCO Tacurong History Ledger
2021,2527,NEW LAGAO,4124,339696.0,3476565.73,SUKELCO Tacurong History Ledger
2021,2529,LEDESMA/QUIPOLOT,3028,276572.0,2865943.24,SUKELCO Tacurong History Ledger
2021,2532,PUROK MASAGANA,2504,163033.0,1660727.48,SUKELCO Tacurong History Ledger
2021,2533,SITIO BETA,1193,95970.0,991373.22,SUKELCO Tacurong History Ledger
2021,2534,SITIO MATIAS,856,63309.0,651179.88,SUKELCO Tacurong History Ledger
2021,2536,SITIO MALIPAYON,3864,324734.0,3339929.85,SUKELCO Tacurong History Ledger
2021,2537,SITIO BAG-O,1583,194991.0,2032382.82,SUKELCO Tacurong History Ledger
2021,2538,"PRK. 3, RAJAHMUDA",1883,146896.2,1499130.99,SUKELCO Tacurong History Ledger
2021,2542,MONTIVILLE SUBD.,3038,559919.0,5790502.72,SUKELCO Tacurong History Ledger
2021,2544,JM HOMES,2475,500633.0,5200671.53,SUKELCO Tacurong History Ledger
2021,2545,HABITAT SUBD. SAN PABLO,3078,445829.0,4637907.33,SUKELCO Tacurong History Ledger
2021,2546,"YELLOW VILLAGE,NEW ISABEL",1464,405757.0,4210481.13,SUKELCO Tacurong History Ledger
2021,2547,"SITIO CULINAN, ELISEO",2414,209849.0,2172335.21,SUKELCO Tacurong History Ledger
2021,2548,PUB MKT. - REMAP (2508),3471,426805.0,4285876.66,SUKELCO Tacurong History Ledger
2021,2552,NEW ISABELA- A- REMAP(14),4932,1044831.0,10851961.88,SUKELCO Tacurong History Ledger
2021,2553,NEW ISABELA-B - REMAP(14),1564,378321.0,3924739.95,SUKELCO Tacurong History Ledger
2021,2554,NEW ISABELA-C - REMAP(14),7004,1575936.0,16289535.28,SUKELCO Tacurong History Ledger
2021,2555,NEW ISABELA-D- REMAP (14),5660,1195055.0,12338343.71,SUKELCO Tacurong History Ledger
2021,2566,APILADO - A (REMAP 2515),2168,471210.0,4846129.27,SUKELCO Tacurong History Ledger
2021,2567,NEW CARMEN B (REMAP 2515),4591,863598.0,8941045.0,SUKELCO Tacurong History Ledger
2021,2568,KALANDAGAN C (REMAP 2515),2459,404911.0,3947826.29,SUKELCO Tacurong History Ledger
2021,2569,KALANDAGAN D (REMAP 2515),3650,673272.0,6983188.98,SUKELCO Tacurong History Ledger
2021,2570,PRK 9 - E (REMAP 2515),1761,441002.0,4482432.98,SUKELCO Tacurong History Ledger
2021,2571,N. HIGHWAY A (REMAP 2516),3466,785535.0,8066066.87,SUKELCO Tacurong History Ledger
2021,2572,N. HIGHWAY B (REMAP 2516),5883,1139352.63,11693944.07,SUKELCO Tacurong History Ledger
2021,2573,N. HIGHWAY C (REMAP 2516),4570,740471.0,7675278.26,SUKELCO Tacurong History Ledger
2021,2574,REMAP FROM 2520A LIWAYWAY,6572,961097.0,10006187.85,SUKELCO Tacurong History Ledger
2021,2575,REMAP FROM 2520 (TINA),5730,728681.0,7566215.83,SUKELCO Tacurong History Ledger
2021,2576,REMAP FROM 2513A,4164,742556.0,7660758.95,SUKELCO Tacurong History Ledger
2021,2577,REMAP FROM 2513B,2827,633360.0,6512820.01,SUKELCO Tacurong History Ledger
2021,2578,REMAP FROM 2513C,4600,990167.0,10259956.68,SUKELCO Tacurong History Ledger
2021,2579,REMAPPED CALEAN-A,3507,523711.0,5420625.85,SUKELCO Tacurong History Ledger
2021,2580,REMAPPED CALEAN-B,3699,402675.0,4194182.45,SUKELCO Tacurong History Ledger
2021,2581,REMAPPED CALEAN-C,3407,521479.0,5428595.52,SUKELCO Tacurong History Ledger
2021,2582,REMAPPED BAPA SALUKAG,1558,150683.0,1563466.01,SUKELCO Tacurong History Ledger
2021,2583,BAPA R#1 GANSING(70-2518),2096,153774.0,1578288.5,SUKELCO Tacurong History Ledger
2021,2584,BRGY. KATUNGAL (2521),3112,336023.0,3487534.5,SUKELCO Tacurong History Ledger
2021,2585,BRGY. KATUNGAL (2521),3163,348968.0,3620601.11,SUKELCO Tacurong History Ledger
2021,2586,BRGY. KATUNGAL (2521),3272,385214.0,4009089.8,SUKELCO Tacurong History Ledger
2021,2587,BRGY. KATUNGAL (2521),1672,169183.0,1777902.42,SUKELCO Tacurong History Ledger
2021,2588,BUENAFLOR/VILLAGARDE(2531,3058,603553.0,6222996.17,SUKELCO Tacurong History Ledger
2021,2589,BUENAFLOR/VILLAGARDE(2531,2318,333299.0,3467605.89,SUKELCO Tacurong History Ledger
2021,2590,BUENAFLOR/VILLAGARDE(2531,3210,320248.0,3339102.11,SUKELCO Tacurong History Ledger
2021,2591,BUENAFLOR/VILLAGARDE(2531,2194,290623.0,3024649.58,SUKELCO Tacurong History Ledger
2021,2592,SAN PABLO (2530),1930,293430.0,3062704.84,SUKELCO Tacurong History Ledger
2021,2593,SAN PABLO (2530),3084,378854.0,3950805.16,SUKELCO Tacurong History Ledger
2021,2594,SAN PABLO (2530),2991,246200.0,2538549.89,SUKELCO Tacurong History Ledger
2021,2595,SAN PABLO (2530),2910,220081.0,2267318.63,SUKELCO Tacurong History Ledger
2021,2596,ISLAM GRINO (BAPA- ISLAM),1737,81549.0,807494.18,SUKELCO Tacurong History Ledger
2021,2597,BRGY. KALANDAGAN (2568A),1676,341283.0,3506424.51,SUKELCO Tacurong History Ledger
2021,2598,BRGY.KALANDAGAN (2568B),1705,235725.0,2508878.49,SUKELCO Tacurong History Ledger
2021,2599,"BAPA/ROTA-2, GANSING",7,247.0,2590.82,SUKELCO Tacurong History Ledger
2022,2501,POB./NAT'L.HIWAY/PRK.6,7937,1226839.0,15128248.62,SUKELCO Tacurong History Ledger
2022,2502,BONIFACIO/LEDESMA/MABINI,6955,1576393.0,19348572.04,SUKELCO Tacurong History Ledger
2022,2503,LEDESMA/LAPU-LAPU/MALVAR,3350,1006280.0,12172651.59,SUKELCO Tacurong History Ledger
2022,2504,NAT'L. HIGHWAY/GEN. LUNA,2906,684746.0,8373503.05,SUKELCO Tacurong History Ledger
2022,2505,NAT'L. HIGHWAY/GEN. LUNA,4619,1050021.0,12716611.49,SUKELCO Tacurong History Ledger
2022,2506,POBLACION/RESORT AREA,1356,564590.0,6569398.42,SUKELCO Tacurong History Ledger
2022,2507,LEDESMA/BONIFACIO/MALVAR,1810,602212.0,7158182.1,SUKELCO Tacurong History Ledger
2022,2509,LEDESMA/LAPU-LAPU,2035,784776.0,9229003.82,SUKELCO Tacurong History Ledger
2022,2510,FLORES/FERNANDEZ/BIACA,11123,2436942.0,29842409.49,SUKELCO Tacurong History Ledger
2022,2511,NAT'L. HIGHWAY/CANOS,6418,1467274.0,17640901.61,SUKELCO Tacurong History Ledger
2022,2512,NAT'L. HIGHWAY/BUCOL SUBD,5031,1237741.0,15013478.26,SUKELCO Tacurong History Ledger
2022,2517,GANSING,5896,724787.0,8905348.06,SUKELCO Tacurong History Ledger
2022,2518,CAYAMBANAN,4322,633977.0,7801706.48,SUKELCO Tacurong History Ledger
2022,2519,SAN EMMANUEL,15483,2418182.8,29814862.37,SUKELCO Tacurong History Ledger
2022,2522,BARAS,7217,948258.0,11684646.41,SUKELCO Tacurong History Ledger
2022,2523,RAJAHMUDA,2614,307766.0,3760702.05,SUKELCO Tacurong History Ledger
2022,2524,NEW PASSI,3866,328533.0,3996199.78,SUKELCO Tacurong History Ledger
2022,2525,SAN ANTONIO,2497,255986.0,3152442.91,SUKELCO Tacurong History Ledger
2022,2526,SAN RAFAEL,2771,246947.0,3018730.4,SUKELCO Tacurong History Ledger
2022,2527,NEW LAGAO,4058,321960.0,3910663.56,SUKELCO Tacurong History Ledger
2022,2529,LEDESMA/QUIPOLOT,3028,303668.0,3741929.36,SUKELCO Tacurong History Ledger
2022,2532,PUROK MASAGANA,2497,159466.0,1926644.45,SUKELCO Tacurong History Ledger
2022,2533,SITIO BETA,1178,97524.0,1198911.41,SUKELCO Tacurong History Ledger
2022,2534,SITIO MATIAS,854,59545.0,724611.64,SUKELCO Tacurong History Ledger
2022,2536,SITIO MALIPAYON,3953,358579.0,4383377.29,SUKELCO Tacurong History Ledger
2022,2537,SITIO BAG-O,1587,192234.0,2379595.93,SUKELCO Tacurong History Ledger
2022,2538,"PRK. 3, RAJAHMUDA",1857,143094.0,1733855.2,SUKELCO Tacurong History Ledger
2022,2542,MONTIVILLE SUBD.,3091,524077.1,6435857.23,SUKELCO Tacurong History Ledger
2022,2544,JM HOMES,2468,455431.0,5625246.52,SUKELCO Tacurong History Ledger
2022,2545,HABITAT SUBD. SAN PABLO,3072,450755.0,5574347.28,SUKELCO Tacurong History Ledger
2022,2546,"YELLOW VILLAGE,NEW ISABEL",1489,389577.0,4802855.3,SUKELCO Tacurong History Ledger
2022,2547,"SITIO CULINAN, ELISEO",2523,219320.0,2702519.84,SUKELCO Tacurong History Ledger
2022,2548,PUB MKT. - REMAP (2508),3519,456031.0,5515353.8,SUKELCO Tacurong History Ledger
2022,2552,NEW ISABELA- A- REMAP(14),4981,1095018.0,13537724.11,SUKELCO Tacurong History Ledger
2022,2553,NEW ISABELA-B - REMAP(14),1578,382141.0,4726415.15,SUKELCO Tacurong History Ledger
2022,2554,NEW ISABELA-C - REMAP(14),7346,1591994.0,19570211.44,SUKELCO Tacurong History Ledger
2022,2555,NEW ISABELA-D- REMAP (14),5719,1173969.0,14423928.33,SUKELCO Tacurong History Ledger
2022,2566,APILADO - A (REMAP 2515),2165,459801.0,5649430.54,SUKELCO Tacurong History Ledger
2022,2567,NEW CARMEN B (REMAP 2515),4710,919687.0,11323456.46,SUKELCO Tacurong History Ledger
2022,2568,KALANDAGAN C (REMAP 2515),9,378.0,4653.22,SUKELCO Tacurong History Ledger
2022,2569,KALANDAGAN D (REMAP 2515),3577,662705.0,8167330.78,SUKELCO Tacurong History Ledger
2022,2570,PRK 9 - E (REMAP 2515),1768,435253.0,5300160.14,SUKELCO Tacurong History Ledger
2022,2571,N. HIGHWAY A (REMAP 2516),3550,792617.0,9693773.28,SUKELCO Tacurong History Ledger
2022,2572,N. HIGHWAY B (REMAP 2516),6193,1227109.0,14968762.2,SUKELCO Tacurong History Ledger
2022,2573,N. HIGHWAY C (REMAP 2516),4649,783970.0,9670743.85,SUKELCO Tacurong History Ledger
2022,2574,REMAP FROM 2520A LIWAYWAY,6632,925743.0,11446010.12,SUKELCO Tacurong History Ledger
2022,2575,REMAP FROM 2520 (TINA),5874,750278.0,9253140.22,SUKELCO Tacurong History Ledger
2022,2576,REMAP FROM 2513A,4156,724918.0,8894218.76,SUKELCO Tacurong History Ledger
2022,2577,REMAP FROM 2513B,2892,601136.0,7371386.63,SUKELCO Tacurong History Ledger
2022,2578,REMAP FROM 2513C,4728,949232.0,11684193.74,SUKELCO Tacurong History Ledger
2022,2579,REMAPPED CALEAN-A,3464,544202.0,6729108.03,SUKELCO Tacurong History Ledger
2022,2580,REMAPPED CALEAN-B,3834,420793.0,5215699.71,SUKELCO Tacurong History Ledger
2022,2581,REMAPPED CALEAN-C,3540,552882.0,6831632.21,SUKELCO Tacurong History Ledger
2022,2582,REMAPPED BAPA SALUKAG,1572,154296.0,1907964.19,SUKELCO Tacurong History Ledger
2022,2583,BAPA R#1 GANSING(70-2518),2184,156281.0,1894302.9,SUKELCO Tacurong History Ledger
2022,2584,BRGY. KATUNGAL (2521),3148,356918.0,4404657.12,SUKELCO Tacurong History Ledger
2022,2585,BRGY. KATUNGAL (2521),3267,386321.0,4737636.05,SUKELCO Tacurong History Ledger
2022,2586,BRGY. KATUNGAL (2521),3377,396596.0,4909361.4,SUKELCO Tacurong History Ledger
2022,2587,BRGY. KATUNGAL (2521),1691,210880.0,2635233.3,SUKELCO Tacurong History Ledger
2022,2588,BUENAFLOR/VILLAGARDE(2531,3121,618718.0,7594324.79,SUKELCO Tacurong History Ledger
2022,2589,BUENAFLOR/VILLAGARDE(2531,2362,351736.0,4359456.35,SUKELCO Tacurong History Ledger
2022,2590,BUENAFLOR/VILLAGARDE(2531,3246,343360.0,4245019.71,SUKELCO Tacurong History Ledger
2022,2591,BUENAFLOR/VILLAGARDE(2531,2311,295803.0,3649038.15,SUKELCO Tacurong History Ledger
2022,2592,SAN PABLO (2530),1973,305483.0,3790377.39,SUKELCO Tacurong History Ledger
2022,2593,SAN PABLO (2530),3166,377851.0,4675397.18,SUKELCO Tacurong History Ledger
2022,2594,SAN PABLO (2530),3022,248277.0,3050812.57,SUKELCO Tacurong History Ledger
2022,2595,SAN PABLO (2530),3029,221901.0,2712702.56,SUKELCO Tacurong History Ledger
2022,2596,ISLAM GRINO (BAPA- ISLAM),2078,100430.0,1170256.3,SUKELCO Tacurong History Ledger
2022,2597,BRGY. KALANDAGAN (2568A),2967,443820.0,5351201.2,SUKELCO Tacurong History Ledger
2022,2598,BRGY.KALANDAGAN (2568B),3039,412980.0,5078781.88,SUKELCO Tacurong History Ledger
2022,2599,"BAPA/ROTA-2, GANSING",700,89789.0,1147421.85,SUKELCO Tacurong History Ledger
2023,2501,POB./NAT'L.HIWAY/PRK.6,8082,1317320.0,14552382.15,SUKELCO Tacurong History Ledger
2023,2502,BONIFACIO/LEDESMA/MABINI,6971,1645771.0,18085965.19,SUKELCO Tacurong History Ledger
2023,2503,LEDESMA/LAPU-LAPU/MALVAR,3410,1039167.0,11229409.93,SUKELCO Tacurong History Ledger
2023,2504,NAT'L. HIGHWAY/GEN. LUNA,2929,733252.0,8014810.45,SUKELCO Tacurong History Ledger
2023,2505,NAT'L. HIGHWAY/GEN. LUNA,4628,1194089.0,12894199.14,SUKELCO Tacurong History Ledger
2023,2506,POBLACION/RESORT AREA,1389,581841.0,6051170.36,SUKELCO Tacurong History Ledger
2023,2507,LEDESMA/BONIFACIO/MALVAR,1821,668604.0,7050183.9,SUKELCO Tacurong History Ledger
2023,2509,LEDESMA/LAPU-LAPU,2026,924484.0,9612569.16,SUKELCO Tacurong History Ledger
2023,2510,FLORES/FERNANDEZ/BIACA,11199,2503610.0,27503156.85,SUKELCO Tacurong History Ledger
2023,2511,NAT'L. HIGHWAY/CANOS,6234,1574679.0,16887073.08,SUKELCO Tacurong History Ledger
2023,2512,NAT'L. HIGHWAY/BUCOL SUBD,5098,1349919.0,14605340.77,SUKELCO Tacurong History Ledger
2023,2517,GANSING,5896,776030.0,8515456.61,SUKELCO Tacurong History Ledger
2023,2518,CAYAMBANAN,4289,643266.0,7066082.79,SUKELCO Tacurong History Ledger
2023,2519,SAN EMMANUEL,15712,2657446.0,29268581.76,SUKELCO Tacurong History Ledger
2023,2522,BARAS,7228,1002355.0,11056109.8,SUKELCO Tacurong History Ledger
2023,2523,RAJAHMUDA,2581,317194.0,3463847.25,SUKELCO Tacurong History Ledger
2023,2524,NEW PASSI,3869,361751.0,3945851.26,SUKELCO Tacurong History Ledger
2023,2525,SAN ANTONIO,2517,272844.0,3008445.54,SUKELCO Tacurong History Ledger
2023,2526,SAN RAFAEL,2794,245251.0,2686130.26,SUKELCO Tacurong History Ledger
2023,2527,NEW LAGAO,4051,338553.0,3691896.24,SUKELCO Tacurong History Ledger
2023,2529,LEDESMA/QUIPOLOT,3017,311998.0,3443004.44,SUKELCO Tacurong History Ledger
2023,2532,PUROK MASAGANA,2488,157915.0,1704263.57,SUKELCO Tacurong History Ledger
2023,2533,SITIO BETA,1158,101521.0,1116280.58,SUKELCO Tacurong History Ledger
2023,2534,SITIO MATIAS,847,60034.0,655506.05,SUKELCO Tacurong History Ledger
2023,2536,SITIO MALIPAYON,4095,382641.0,4161182.96,SUKELCO Tacurong History Ledger
2023,2537,SITIO BAG-O,1622,194190.0,2155415.39,SUKELCO Tacurong History Ledger
2023,2538,"PRK. 3, RAJAHMUDA",1862,145587.0,1586873.26,SUKELCO Tacurong History Ledger
2023,2542,MONTIVILLE SUBD.,3083,529763.0,5852657.22,SUKELCO Tacurong History Ledger
2023,2544,JM HOMES,2529,484988.0,5377232.39,SUKELCO Tacurong History Ledger
2023,2545,HABITAT SUBD. SAN PABLO,3080,459291.53,5096784.91,SUKELCO Tacurong History Ledger
2023,2546,"YELLOW VILLAGE,NEW ISABEL",1546,395452.0,4388843.87,SUKELCO Tacurong History Ledger
2023,2547,"SITIO CULINAN, ELISEO",2511,236075.0,2594824.91,SUKELCO Tacurong History Ledger
2023,2548,PUB MKT. - REMAP (2508),3613,495961.0,5355734.52,SUKELCO Tacurong History Ledger
2023,2552,NEW ISABELA- A- REMAP(14),5115,1228261.0,13556059.69,SUKELCO Tacurong History Ledger
2023,2553,NEW ISABELA-B - REMAP(14),1620,418737.0,4624387.63,SUKELCO Tacurong History Ledger
2023,2554,NEW ISABELA-C - REMAP(14),7481,1705192.0,18727775.24,SUKELCO Tacurong History Ledger
2023,2555,NEW ISABELA-D- REMAP (14),5990,1283406.0,14106520.64,SUKELCO Tacurong History Ledger
2023,2566,APILADO - A (REMAP 2515),2154,444267.0,4902871.39,SUKELCO Tacurong History Ledger
2023,2567,NEW CARMEN B (REMAP 2515),4745,1033378.0,11304152.99,SUKELCO Tacurong History Ledger
2023,2569,KALANDAGAN D (REMAP 2515),3624,735681.0,8073932.38,SUKELCO Tacurong History Ledger
2023,2570,PRK 9 - E (REMAP 2515),1821,463474.0,5042007.7,SUKELCO Tacurong History Ledger
2023,2571,N. HIGHWAY A (REMAP 2516),3620,854350.0,9286329.99,SUKELCO Tacurong History Ledger
2023,2572,N. HIGHWAY B (REMAP 2516),6424,1346809.0,14570487.68,SUKELCO Tacurong History Ledger
2023,2573,N. HIGHWAY C (REMAP 2516),4788,911006.0,10000605.1,SUKELCO Tacurong History Ledger
2023,2574,REMAP FROM 2520A LIWAYWAY,6586,938628.0,10380822.33,SUKELCO Tacurong History Ledger
2023,2575,REMAP FROM 2520 (TINA),6004,835956.0,9206473.97,SUKELCO Tacurong History Ledger
2023,2576,REMAP FROM 2513A,4283,747455.0,8234277.04,SUKELCO Tacurong History Ledger
2023,2577,REMAP FROM 2513B,2939,665393.0,7282882.56,SUKELCO Tacurong History Ledger
2023,2578,REMAP FROM 2513C,4881,978752.0,10774753.58,SUKELCO Tacurong History Ledger
2023,2579,REMAPPED CALEAN-A,3504,572957.0,6303186.12,SUKELCO Tacurong History Ledger
2023,2580,REMAPPED CALEAN-B,3848,448024.0,4945122.42,SUKELCO Tacurong History Ledger
2023,2581,REMAPPED CALEAN-C,3572,599957.0,6629813.72,SUKELCO Tacurong History Ledger
2023,2582,REMAPPED BAPA SALUKAG,1603,178867.0,1958416.71,SUKELCO Tacurong History Ledger
2023,2583,BAPA R#1 GANSING(70-2518),2198,169340.0,1840750.09,SUKELCO Tacurong History Ledger
2023,2584,BRGY. KATUNGAL (2521),3175,373540.0,4119229.93,SUKELCO Tacurong History Ledger
2023,2585,BRGY. KATUNGAL (2521),3273,407712.0,4476759.0,SUKELCO Tacurong History Ledger
2023,2586,BRGY. KATUNGAL (2521),3418,414614.0,4584671.96,SUKELCO Tacurong History Ledger
2023,2587,BRGY. KATUNGAL (2521),1698,243407.0,2686449.16,SUKELCO Tacurong History Ledger
2023,2588,BUENAFLOR/VILLAGARDE(2531,3147,698184.0,7639350.32,SUKELCO Tacurong History Ledger
2023,2589,BUENAFLOR/VILLAGARDE(2531,2369,373810.0,4140338.5,SUKELCO Tacurong History Ledger
2023,2590,BUENAFLOR/VILLAGARDE(2531,3307,374854.0,4115700.43,SUKELCO Tacurong History Ledger
2023,2591,BUENAFLOR/VILLAGARDE(2531,2366,322499.0,3538992.2,SUKELCO Tacurong History Ledger
2023,2592,SAN PABLO (2530),2050,327726.0,3616145.68,SUKELCO Tacurong History Ledger
2023,2593,SAN PABLO (2530),3230,407141.0,4481566.89,SUKELCO Tacurong History Ledger
2023,2594,SAN PABLO (2530),3079,272381.0,2986495.92,SUKELCO Tacurong History Ledger
2023,2595,SAN PABLO (2530),3100,241388.09,2636345.83,SUKELCO Tacurong History Ledger
2023,2596,ISLAM GRINO (BAPA- ISLAM),2022,92793.0,965521.37,SUKELCO Tacurong History Ledger
2023,2597,BRGY. KALANDAGAN (2568A),3000,462488.0,5019035.45,SUKELCO Tacurong History Ledger
2023,2598,BRGY.KALANDAGAN (2568B),3195,451015.0,4952519.26,SUKELCO Tacurong History Ledger
2023,2599,"BAPA/ROTA-2, GANSING",988,134849.0,1493664.2,SUKELCO Tacurong History Ledger
2024,2501,POB./NAT'L.HIWAY/PRK.6,8067,1532485.0,14745433.72,SUKELCO Tacurong History Ledger
2024,2502,BONIFACIO/LEDESMA/MABINI,7049,1912424.0,18200482.65,SUKELCO Tacurong History Ledger
2024,2503,LEDESMA/LAPU-LAPU/MALVAR,3432,1125376.0,10525988.85,SUKELCO Tacurong History Ledger
2024,2504,NAT'L. HIGHWAY/GEN. LUNA,3002,810270.0,7688806.97,SUKELCO Tacurong History Ledger
2024,2505,NAT'L. HIGHWAY/GEN. LUNA,4656,1354165.0,12670433.22,SUKELCO Tacurong History Ledger
2024,2506,POBLACION/RESORT AREA,1375,569819.0,5092088.81,SUKELCO Tacurong History Ledger
2024,2507,LEDESMA/BONIFACIO/MALVAR,1857,728011.0,6626493.14,SUKELCO Tacurong History Ledger
2024,2509,LEDESMA/LAPU-LAPU,2051,1051182.0,9434265.68,SUKELCO Tacurong History Ledger
2024,2510,FLORES/FERNANDEZ/BIACA,11258,2837979.0,27039316.0,SUKELCO Tacurong History Ledger
2024,2511,NAT'L. HIGHWAY/CANOS,6054,1755587.0,16270457.24,SUKELCO Tacurong History Ledger
2024,2512,NAT'L. HIGHWAY/BUCOL SUBD,5177,1553391.0,14574790.72,SUKELCO Tacurong History Ledger
2024,2517,GANSING,5980,910246.0,8729576.02,SUKELCO Tacurong History Ledger
2024,2518,CAYAMBANAN,4354,744512.0,7154040.58,SUKELCO Tacurong History Ledger
2024,2519,SAN EMMANUEL,15946,3074907.0,29475938.2,SUKELCO Tacurong History Ledger
2024,2522,BARAS,7197,1127851.0,10855212.93,SUKELCO Tacurong History Ledger
2024,2523,RAJAHMUDA,2587,356331.0,3411096.14,SUKELCO Tacurong History Ledger
2024,2524,NEW PASSI,3838,407841.0,3923991.68,SUKELCO Tacurong History Ledger
2024,2525,SAN ANTONIO,2544,323076.0,3119135.98,SUKELCO Tacurong History Ledger
2024,2526,SAN RAFAEL,2755,274219.0,2653080.94,SUKELCO Tacurong History Ledger
2024,2527,NEW LAGAO,4056,397835.0,3832724.33,SUKELCO Tacurong History Ledger
2024,2529,LEDESMA/QUIPOLOT,3007,348581.0,3361061.53,SUKELCO Tacurong History Ledger
2024,2532,PUROK MASAGANA,2432,185368.0,1800377.05,SUKELCO Tacurong History Ledger
2024,2533,SITIO BETA,1156,119340.0,1155744.21,SUKELCO Tacurong History Ledger
2024,2534,SITIO MATIAS,836,70517.0,684155.34,SUKELCO Tacurong History Ledger
2024,2536,SITIO MALIPAYON,4194,464380.0,4468515.82,SUKELCO Tacurong History Ledger
2024,2537,SITIO BAG-O,1661,225346.0,2184772.62,SUKELCO Tacurong History Ledger
2024,2538,"PRK. 3, RAJAHMUDA",1877,165850.0,1611039.93,SUKELCO Tacurong History Ledger
2024,2542,MONTIVILLE SUBD.,3067,596595.0,5727153.53,SUKELCO Tacurong History Ledger
2024,2544,JM HOMES,2519,572316.0,5520703.07,SUKELCO Tacurong History Ledger
2024,2545,HABITAT SUBD. SAN PABLO,3089,509280.0,4924363.26,SUKELCO Tacurong History Ledger
2024,2546,"YELLOW VILLAGE,NEW ISABEL",1508,454242.0,4343504.4,SUKELCO Tacurong History Ledger
2024,2547,"SITIO CULINAN, ELISEO",2587,273635.0,2647719.29,SUKELCO Tacurong History Ledger
2024,2548,PUB MKT. - REMAP (2508),3596,504776.0,4708792.52,SUKELCO Tacurong History Ledger
2024,2549,BAPA/LANCHETA 3(LIPUNAN),432,35785.0,351506.34,SUKELCO Tacurong History Ledger
2024,2552,NEW ISABELA- A- REMAP(14),5367,1466434.0,14004832.67,SUKELCO Tacurong History Ledger
2024,2553,NEW ISABELA-B - REMAP(14),1643,411452.0,3948094.93,SUKELCO Tacurong History Ledger
2024,2554,NEW ISABELA-C - REMAP(14),8013,1973333.0,18814657.37,SUKELCO Tacurong History Ledger
2024,2555,NEW ISABELA-D- REMAP (14),6006,1465011.0,13967078.32,SUKELCO Tacurong History Ledger
2024,2566,APILADO - A (REMAP 2515),2151,535690.0,5133656.29,SUKELCO Tacurong History Ledger
2024,2567,NEW CARMEN B (REMAP 2515),4900,1239690.0,11796202.09,SUKELCO Tacurong History Ledger
2024,2569,KALANDAGAN D (REMAP 2515),3577,857777.0,8199468.51,SUKELCO Tacurong History Ledger
2024,2570,PRK 9 - E (REMAP 2515),1835,516967.0,4881604.28,SUKELCO Tacurong History Ledger
2024,2571,N. HIGHWAY A (REMAP 2516),3760,1065985.0,10050351.92,SUKELCO Tacurong History Ledger
2024,2572,N. HIGHWAY B (REMAP 2516),6501,1567131.0,14739501.53,SUKELCO Tacurong History Ledger
2024,2573,N. HIGHWAY C (REMAP 2516),4891,1105773.0,10556141.23,SUKELCO Tacurong History Ledger
2024,2574,REMAP FROM 2520A LIWAYWAY,6789,1104939.0,10628073.39,SUKELCO Tacurong History Ledger
2024,2575,REMAP FROM 2520 (TINA),6148,1042504.0,10044957.22,SUKELCO Tacurong History Ledger
2024,2576,REMAP FROM 2513A,4419,869266.0,8327495.62,SUKELCO Tacurong History Ledger
2024,2577,REMAP FROM 2513B,2960,769277.0,7317135.96,SUKELCO Tacurong History Ledger
