date,municipality,consumption_kwh,production_mlr_prediction,production_mlr_residual_kwh
2020-03-20,Lambayong,52481.46,50521.45639701688,1960.0036029831172
2020-03-21,Lambayong,49430.37,50843.88693041255,-1413.5169304125448
2020-03-22,Lambayong,53239.71,53019.596775334176,220.1132246658235
2020-03-23,Lambayong,59337.76,59415.188850899285,-77.42885089928313
2020-03-24,Lambayong,58176.09,58762.92012782659,-586.8301278265935
2020-03-25,Lambayong,62422.91,60033.18964157148,2389.7203584285235
2020-03-26,Lambayong,58033.49,57760.89402490895,272.5959750910479
2020-03-27,Lambayong,55422.39,56343.2371090289,-920.8471090289022
2020-03-28,Lambayong,51284.79,51152.33580608163,132.45419391836913
2020-03-29,Lambayong,47777.84,49988.887496282616,-2211.0474962826192
2020-03-30,Lambayong,56462.79,55537.59506530735,925.1949346926485
2020-03-31,Lambayong,52892.97,51899.10582982625,993.8641701737506
2020-04-01,Lambayong,58075.85,58625.860061956075,-550.0100619560762
2020-04-02,Lambayong,54346.37,54903.33479437537,-556.9647943753662
2020-04-03,Lambayong,58060.62,53832.76697231075,4227.853027689256
2020-04-04,Lambayong,56131.85,54524.5043834408,1607.3456165591997
2020-04-05,Lambayong,51982.21,52382.57049304906,-400.3604930490619
2020-04-06,Lambayong,57311.22,58579.831915597206,-1268.6119155972046
2020-04-07,Lambayong,58643.48,57769.80806984479,873.6719301552148
2020-04-08,Lambayong,58168.07,61326.97548680129,-3158.90548680129
2020-04-09,Lambayong,50895.29,54111.1748851311,-3215.8848851310977
2020-04-10,Lambayong,57253.46,55455.11933863149,1798.3406613685074
2020-04-11,Lambayong,50506.81,50258.15310238624,248.65689761375688
2020-04-12,Lambayong,49537.54,48705.32942165629,832.2105783437073
2020-04-13,Lambayong,51495.9,50628.32415736772,867.5758426322791
2020-04-14,Lambayong,52500.71,52726.93718193853,-226.2271819385278
2020-04-15,Lambayong,53369.94,53671.04704368634,-301.1070436863374
2020-04-16,Lambayong,55140.98,54012.48830802027,1128.4916919797324
2020-04-17,Lambayong,58389.26,56826.772989365345,1562.487010634657
2020-04-18,Lambayong,55779.01,54669.51949371484,1109.4905062851612
2020-04-19,Lambayong,52837.1,52088.191660131146,748.9083398688526
2020-04-20,Lambayong,58022.61,58254.89055449567,-232.28055449567182
2020-04-21,Lambayong,56113.62,56605.99713987816,-492.37713987816096
2020-04-22,Lambayong,55008.32,57638.337871921656,-2630.0178719216565
2020-04-23,Lambayong,53882.49,54861.76081072003,-979.2708107200306
2020-04-24,Lambayong,52016.71,52396.50969986837,-379.79969986837386
2020-04-25,Lambayong,52298.33,53229.35697383485,-931.0269738348507
2020-04-26,Lambayong,50210.06,52948.101462091814,-2738.0414620918164
2020-04-27,Lambayong,54723.35,55783.32418080697,-1059.974180806974
2020-04-28,Lambayong,55528.91,54832.32665114348,696.5833488565258
2020-04-29,Lambayong,55530.21,55127.47544113788,402.7345588621174
2020-04-30,Lambayong,53252.55,53353.33282146451,-100.7828214645051
2020-05-01,Lambayong,50200.58,50341.80644285036,-141.22644285035494
2020-05-02,Lambayong,54780.86,52654.73928315879,2126.1207168412075
2020-05-03,Lambayong,51404.53,51500.13253517251,-95.60253517251112
2020-05-04,Lambayong,53632.91,54005.67621085927,-372.7662108592631
2020-05-05,Lambayong,54484.16,54099.80613561144,384.3538643885622
2020-05-06,Lambayong,54026.89,55431.42779978734,-1404.5377997873438
2020-05-07,Lambayong,51003.14,52375.927455307254,-1372.7874553072543
2020-05-08,Lambayong,52538.52,51489.73469420558,1048.7853057944158
2020-05-09,Lambayong,49704.65,51532.30878977632,-1827.6587897763166
2020-05-10,Lambayong,51060.32,51168.25794764602,-107.93794764602353
2020-05-11,Lambayong,52393.85,52115.49256720362,278.3574327963797
2020-05-12,Lambayong,57938.28,56020.45295588489,1917.8270441151108
2020-05-13,Lambayong,62321.95,60837.45330251808,1484.496697481918
2020-05-14,Lambayong,62126.31,60170.21547913368,1956.094520866318
2020-05-15,Lambayong,65732.81,61745.79396665128,3987.0160333487147
2020-05-16,Lambayong,58910.82,58475.77726017122,435.0427398287793
2020-05-17,Lambayong,48384.25,52022.676084346465,-3638.4260843464654
2020-05-18,Lambayong,53525.24,53072.293818293016,452.9461817069823
2020-05-19,Lambayong,56316.47,56597.24636394691,-280.77636394691217
2020-05-20,Lambayong,60389.29,59354.30102184137,1034.9889781586317
2020-05-21,Lambayong,57886.0,58721.55188023778,-835.5518802377774
2020-05-22,Lambayong,55817.53,56482.17843561557,-664.6484356155706
2020-05-23,Lambayong,51788.35,52250.62333369674,-462.27333369674307
2020-05-24,Lambayong,46435.67,46298.15575994714,137.51424005285662
2020-05-25,Lambayong,52571.51,51225.536725641075,1345.9732743589266
2020-05-26,Lambayong,54060.11,52544.419364064,1515.690635936
2020-05-27,Lambayong,55347.28,56768.94214748832,-1421.6621474883214
2020-05-28,Lambayong,55539.21,57448.9787223266,-1909.768722326604
2020-05-29,Lambayong,52722.23,57752.29754353966,-5030.067543539655
2020-05-30,Lambayong,54962.15,54390.7547497159,571.3952502840984
2020-05-31,Lambayong,53418.1,53455.02957225147,-36.929572251472564
2020-06-01,Lambayong,58722.13,54253.55307216005,4468.576927839946
2020-06-02,Lambayong,59196.67,56983.27016449762,2213.3998355023796
2020-06-03,Lambayong,57508.39,58010.260846171084,-501.87084617108485
2020-06-04,Lambayong,53758.04,53787.075476343336,-29.035476343335176
2020-06-05,Lambayong,54403.81,54824.044630947516,-420.23463094751787
2020-06-06,Lambayong,51258.39,51551.82882367253,-293.4388236725281
2020-06-07,Lambayong,48355.47,49507.19902314732,-1151.7290231473162
2020-06-08,Lambayong,53765.47,53175.31365762514,590.1563423748594
2020-06-09,Lambayong,55663.57,56119.56281315659,-455.9928131565903
2020-06-10,Lambayong,54137.53,54911.11482702602,-773.5848270260176
2020-06-11,Lambayong,56057.28,53910.73194502066,2146.5480549793356
2020-06-12,Lambayong,51921.17,51751.38138570899,169.78861429100652
2020-06-13,Lambayong,51252.18,50635.73903538506,616.4409646149434
2020-06-14,Lambayong,50565.46,50827.2957140885,-261.8357140884982
2020-06-15,Lambayong,56318.43,55691.42278352311,627.0072164768935
2020-06-16,Lambayong,60012.42,59008.99771871159,1003.4222812884109
2020-06-17,Lambayong,54573.59,56418.6415568012,-1845.0515568012052
2020-06-18,Lambayong,53946.02,52950.50077383437,995.5192261656266
2020-06-19,Lambayong,55480.78,54793.99638142192,686.7836185780761
2020-06-20,Lambayong,53037.93,52913.755734705475,124.17426529452496
2020-06-21,Lambayong,48324.82,48927.856632073046,-603.0366320730463
2020-06-22,Lambayong,53123.43,52733.062677780064,390.3673222199359
2020-06-23,Lambayong,58076.11,58825.599561898984,-749.4895618989831
2020-06-24,Lambayong,57023.88,54063.74477956573,2960.1352204342693
2020-06-25,Lambayong,61857.53,57395.19111113424,4462.338888865757
2020-06-26,Lambayong,59672.55,56195.6442915589,3476.9057084411033
2020-06-27,Lambayong,55763.52,54551.25425153084,1212.265748469159
2020-06-28,Lambayong,54182.7,51268.91522708586,2913.784772914136
2020-06-29,Lambayong,59744.64,56787.31636741461,2957.323632585387
2020-06-30,Lambayong,56168.16,56930.613785918,-762.4537859179982
2020-07-01,Lambayong,55633.69,54552.28482421981,1081.4051757801935
2020-07-02,Lambayong,54112.26,54636.06935857668,-523.8093585766765
2020-07-03,Lambayong,53935.46,54996.395423034715,-1060.9354230347162
2020-07-04,Lambayong,50998.97,51285.432122043305,-286.4621220433037
2020-07-05,Lambayong,50121.93,50066.381203467616,55.548796532384586
2020-07-06,Lambayong,54274.97,54714.16274685531,-439.19274685531127
2020-07-07,Lambayong,57664.14,56624.19919917396,1039.9408008260361
2020-07-08,Lambayong,55691.93,56841.58656620814,-1149.6565662081412
2020-07-09,Lambayong,52877.14,54716.474502327306,-1839.3345023273068
2020-07-10,Lambayong,53997.76,54754.03656164596,-756.2765616459583
2020-07-11,Lambayong,52453.69,51548.03072773485,905.6592722651549
2020-07-12,Lambayong,51724.81,53491.073576873,-1766.2635768730033
2020-07-13,Lambayong,58686.03,57613.75772446554,1072.2722755344585
2020-07-14,Lambayong,57440.53,56927.64605072325,512.8839492767511
2020-07-15,Lambayong,59381.23,57514.270985935706,1866.9590140642977
2020-07-16,Lambayong,60737.24,58156.63497743684,2580.605022563155
2020-07-17,Lambayong,60348.61,57735.08918275584,2613.5208172441635
2020-07-18,Lambayong,52917.15,53860.74660468902,-943.5966046890171
2020-07-19,Lambayong,51875.13,53761.39412331459,-1886.2641233145914
2020-07-20,Lambayong,56544.92,55618.70042296294,926.2195770370599
2020-07-21,Lambayong,60735.84,59322.6928907226,1413.1471092773936
2020-07-22,Lambayong,62151.35,60399.6625638096,1751.6874361903974
2020-07-23,Lambayong,56568.78,55273.36962031311,1295.4103796868876
2020-07-24,Lambayong,55821.58,55582.91186938166,238.66813061833818
2020-07-25,Lambayong,51692.22,50119.80531174347,1572.4146882565328
2020-07-26,Lambayong,49049.39,50866.43015734849,-1817.0401573484924
2020-07-27,Lambayong,55447.42,52663.37711787039,2784.042882129608
2020-07-28,Lambayong,59550.04,58061.435021594974,1488.6049784050265
2020-07-29,Lambayong,58139.06,58442.51923598879,-303.45923598879017
2020-07-30,Lambayong,55956.7,56698.973524849935,-742.2735248499375
2020-07-31,Lambayong,51993.9,55403.16914484461,-3409.2691448446058
2020-08-01,Lambayong,52947.14,51722.50208893843,1224.6379110615671
2020-08-02,Lambayong,53186.6,52893.082461696555,293.51753830344387
2020-08-03,Lambayong,54642.88,55569.0707063965,-926.1907063965045
2020-08-04,Lambayong,58700.5,58514.46231221969,186.03768778030644
2020-08-05,Lambayong,58928.82,58853.359877593364,75.46012240663549
2020-08-06,Lambayong,61203.19,59218.50479015564,1984.6852098443633
2020-08-07,Lambayong,64432.57,60831.66872557688,3600.9012744231222
2020-08-08,Lambayong,61374.28,60751.659854301935,622.6201456980634
2020-08-09,Lambayong,53016.33,54122.8061822659,-1106.4761822658984
2020-08-10,Lambayong,57451.81,56533.0834091427,918.7265908572954
2020-08-11,Lambayong,58317.49,57281.39445111314,1036.0955488868567
2020-08-12,Lambayong,60462.21,59155.2495208468,1306.9604791531965
2020-08-13,Lambayong,59322.44,58957.227815001446,365.21218499855604
2020-08-14,Lambayong,62212.34,61653.577195765756,558.7628042342403
2020-08-15,Lambayong,56180.57,56457.873543822556,-277.3035438225561
2020-08-16,Lambayong,50181.07,51556.900639741085,-1375.8306397410852
2020-08-17,Lambayong,59544.62,58464.83888013632,1079.7811198636846
2020-08-18,Lambayong,55005.03,55012.43467383025,-7.404673830249521
2020-08-19,Lambayong,56327.82,57779.11397317678,-1451.2939731767838
2020-08-20,Lambayong,56869.21,57795.74655958902,-926.536559589018
2020-08-21,Lambayong,56669.08,55436.754903373505,1232.3250966264968
2020-08-22,Lambayong,56900.62,56747.352711762855,153.26728823714802
2020-08-23,Lambayong,56756.31,55915.33254270241,840.9774572975875
2020-08-24,Lambayong,57911.24,60316.63363592969,-2405.393635929693
2020-08-25,Lambayong,58887.88,59559.09000400438,-671.2100040043806
2020-08-26,Lambayong,56188.3,57456.35255255464,-1268.05255255464
2020-08-27,Lambayong,52241.91,53488.897410416044,-1246.9874104160408
2020-08-28,Lambayong,52875.72,54514.645468043986,-1638.9254680439844
2020-08-29,Lambayong,51915.89,55453.327298094795,-3537.4372980947956
2020-08-30,Lambayong,54191.22,56506.584436905716,-2315.3644369057147
2020-08-31,Lambayong,57934.09,57883.70070004364,50.38929995635408
2020-09-01,Lambayong,58491.67,58537.43650248156,-45.76650248156511
2020-09-02,Lambayong,57703.25,56772.64600426064,930.6039957393587
2020-09-03,Lambayong,63869.73,60251.267471786,3618.462528214004
2020-09-04,Lambayong,58547.13,57882.156184182604,664.9738158173932
2020-09-05,Lambayong,55437.33,54250.20519348487,1187.1248065151303
2020-09-06,Lambayong,51749.96,53468.74163852247,-1718.7816385224723
2020-09-07,Lambayong,60407.78,58736.59573124019,1671.184268759811
2020-09-08,Lambayong,58448.72,60471.173731765666,-2022.453731765665
2020-09-09,Lambayong,58668.49,58024.01204493169,644.4779550683088
2020-09-10,Lambayong,59084.43,59846.94875464331,-762.5187546433081
2020-09-11,Lambayong,56189.34,56539.17458500643,-349.8345850064361
2020-09-12,Lambayong,54846.52,53991.02102559767,855.498974402326
2020-09-13,Lambayong,52025.82,52207.43154453302,-181.61154453302152
2020-09-14,Lambayong,59125.08,57965.71803633622,1159.3619636637814
2020-09-15,Lambayong,58137.29,58309.62997801203,-172.33997801203077
2020-09-16,Lambayong,57620.27,57850.37547068555,-230.10547068555024
2020-09-17,Lambayong,53373.41,53680.090238309655,-306.68023830965103
2020-09-18,Lambayong,55932.73,57055.978387621464,-1123.248387621461
2020-09-19,Lambayong,55496.77,53882.434893136386,1614.3351068636111
2020-09-20,Lambayong,50409.16,49644.43791084933,764.7220891506731
2020-09-21,Lambayong,55629.95,55285.40459410248,344.5454058975156
2020-09-22,Lambayong,58538.5,57670.88608128203,867.6139187179724
2020-09-23,Lambayong,58876.63,58923.31934256602,-46.6893425660237
2020-09-24,Lambayong,53677.46,55243.85802449836,-1566.3980244983613
2020-09-25,Lambayong,57240.13,57159.68516245634,80.44483754365501
2020-09-26,Lambayong,55429.35,56667.01702224447,-1237.6670222444736
2020-09-27,Lambayong,50947.95,52638.806937993555,-1690.856937993558
2020-09-28,Lambayong,53877.01,54887.63753884995,-1010.6275388499489
2020-09-29,Lambayong,54350.49,54346.642390042085,3.847609957912937
2020-09-30,Lambayong,51470.82,52925.13261610181,-1454.312616101808
2020-10-01,Lambayong,52066.58,51190.41990074432,876.160099255685
2020-10-02,Lambayong,56502.68,55700.484085907396,802.1959140926047
2020-10-03,Lambayong,56305.8,56518.00680099009,-212.20680099009041
2020-10-04,Lambayong,52255.46,50551.61400321949,1703.8459967805102
2020-10-05,Lambayong,62968.08,57990.629147735584,4977.450852264417
2020-10-06,Lambayong,60282.13,61029.92869143363,-747.7986914336361
2020-10-07,Lambayong,55292.64,56013.77546045615,-721.1354604561493
2020-10-08,Lambayong,54892.55,55042.984362028714,-150.4343620287109
2020-10-09,Lambayong,54263.1,55451.13431618552,-1188.0343161855199
2020-10-10,Lambayong,51590.79,53237.75193082679,-1646.9619308267866
2020-10-11,Lambayong,50931.01,50722.49412140406,208.51587859594292
2020-10-12,Lambayong,55840.5,56388.85628187562,-548.3562818756182
2020-10-13,Lambayong,57916.22,56362.25961673267,1553.960383267331
2020-10-14,Lambayong,58270.41,56536.034352419425,1734.3756475805785
2020-10-15,Lambayong,56257.69,55045.660113604674,1212.0298863953285
2020-10-16,Lambayong,58531.7,57269.77174865536,1261.9282513446378
2020-10-17,Lambayong,54634.93,54296.77720051631,338.152799483687
2020-10-18,Lambayong,50866.93,51033.02826935133,-166.09826935132878
2020-10-19,Lambayong,58992.82,58307.63925873433,685.1807412656708
2020-10-20,Lambayong,58107.06,60725.34283098412,-2618.2828309841207
2020-10-21,Lambayong,56409.19,56849.63723259559,-440.4472325955867
2020-10-22,Lambayong,57564.63,56951.20784967984,613.4221503201552
2020-10-23,Lambayong,57594.02,57630.90741349536,-36.88741349536576
2020-10-24,Lambayong,51547.96,53293.52381109856,-1745.56381109856
2020-10-25,Lambayong,53219.55,53623.31570246298,-403.7657024629807
2020-10-26,Lambayong,60123.33,59633.07713629513,490.25286370487447
2020-10-27,Lambayong,55801.26,58984.42434539086,-3183.1643453908546
2020-10-28,Lambayong,51938.18,54232.34034351617,-2294.160343516167
2020-10-29,Lambayong,56595.15,57707.86265468175,-1112.7126546817453
2020-10-30,Lambayong,57468.28,59135.63280169252,-1667.3528016925193
2020-10-31,Lambayong,55202.43,55722.036033447395,-519.606033447395
2020-11-01,Lambayong,50573.8,50179.43916166049,394.36083833951125
2020-11-02,Lambayong,53196.62,51982.877399713994,1213.7426002860084
2020-11-03,Lambayong,57843.41,55457.164304254635,2386.2456957453687
2020-11-04,Lambayong,56916.67,55733.39797917327,1183.2720208267274
2020-11-05,Lambayong,59912.44,57144.60159489412,2767.838405105882
2020-11-06,Lambayong,57402.35,57036.61031972921,365.7396802707881
2020-11-07,Lambayong,53204.39,53973.123709417996,-768.7337094179966
2020-11-08,Lambayong,49297.5,51557.088239460514,-2259.588239460514
2020-11-09,Lambayong,58194.96,57099.09553871795,1095.86446128205
2020-11-10,Lambayong,54661.77,55333.58717369528,-671.8171736952863
2020-11-11,Lambayong,56352.47,56681.58639256453,-329.11639256453054
2020-11-12,Lambayong,54442.33,57072.81144435024,-2630.48144435024
2020-11-13,Lambayong,54843.34,57564.18598330667,-2720.8459833066736
2020-11-14,Lambayong,54160.07,56218.2917909745,-2058.2217909745013
2020-11-15,Lambayong,48688.5,51010.049212801,-2321.549212801001
2020-11-16,Lambayong,55023.39,56035.70176516562,-1012.3117651656212
2020-11-17,Lambayong,56637.97,55882.82354494062,755.146455059381
2020-11-18,Lambayong,54544.48,54614.2052278429,-69.72522784289322
2020-11-19,Lambayong,56316.58,57710.33191980763,-1393.751919807626
2020-11-20,Lambayong,54285.38,56206.21802721828,-1920.838027218284
2020-11-21,Lambayong,49038.87,50828.3612455116,-1789.4912455115991
2020-11-22,Lambayong,46365.14,47535.35568947989,-1170.21568947989
2020-11-23,Lambayong,52544.66,51414.067613404695,1130.5923865953082
2020-11-24,Lambayong,55691.12,55327.87213368457,363.2478663154325
2020-11-25,Lambayong,55907.3,55869.09913503737,38.200864962629566
2020-11-26,Lambayong,54999.48,54350.26861887819,649.2113811218151
2020-11-27,Lambayong,59978.91,57392.92633480369,2585.9836651963124
2020-11-28,Lambayong,56678.88,54299.99383207264,2378.886167927354
2020-11-29,Lambayong,48120.16,47779.01984705067,341.1401529493305
2020-11-30,Lambayong,48279.24,49880.957817877555,-1601.7178178775575
2020-12-01,Lambayong,53341.26,53790.28628639206,-449.02628639205795
2020-12-02,Lambayong,54261.41,56228.13488134604,-1966.7248813460392
2020-12-03,Lambayong,56203.3,55309.81843886082,893.4815611391823
2020-12-04,Lambayong,55218.72,56739.31068991897,-1520.5906899189722
2020-12-05,Lambayong,52377.18,52319.5901495743,57.58985042569839
2020-12-06,Lambayong,46443.49,46482.458308650996,-38.96830865099764
2020-12-07,Lambayong,52685.71,52162.257908205924,523.4520917940754
2020-12-08,Lambayong,51117.79,49471.597275896915,1646.1927241030862
2020-12-09,Lambayong,55780.3,56968.64971562923,-1188.3497156292287
2020-12-10,Lambayong,56043.07,56453.08270475327,-410.0127047532733
2020-12-11,Lambayong,53679.3,56027.267211349324,-2347.9672113493216
2020-12-12,Lambayong,49617.23,52845.79705527167,-3228.5670552716692
2020-12-13,Lambayong,50204.59,50801.96112561194,-597.3711256119423
2020-12-14,Lambayong,52872.91,52760.27594484517,112.63405515483464
2020-12-15,Lambayong,55903.3,54767.59994215965,1135.700057840353
2020-12-16,Lambayong,53791.53,53366.624903771604,424.90509622839454
2020-12-17,Lambayong,54512.04,52499.25130073981,2012.7886992601925
2020-12-18,Lambayong,56264.09,52831.80966435754,3432.2803356424556
2020-12-19,Lambayong,54862.75,54069.883732490125,792.8662675098749
2020-12-20,Lambayong,51311.99,51272.640557245366,39.34944275463204
2020-12-21,Lambayong,56537.41,54484.99366113467,2052.4163388653324
2020-12-22,Lambayong,59569.05,56271.293551701616,3297.756448298387
2020-12-23,Lambayong,58996.21,56877.25799708508,2118.9520029149207
2020-12-24,Lambayong,54965.88,53690.14183079941,1275.7381692005874
2020-12-25,Lambayong,53792.47,53705.42613390735,87.04386609265202
2020-12-26,Lambayong,50528.49,49576.29066115231,952.1993388476913
2020-12-27,Lambayong,50001.01,49451.382479896005,549.6275201039971
2020-12-28,Lambayong,54547.43,53903.08037927377,644.3496207262287
2020-12-29,Lambayong,53560.87,54090.544329874516,-529.6743298745132
2020-12-30,Lambayong,49412.16,52372.4934271549,-2960.3334271548956
2020-12-31,Lambayong,50019.72,48023.51774030797,1996.2022596920287
2021-01-01,Lambayong,50841.77,48557.797775753126,2283.9722242468706
2021-01-02,Lambayong,53208.21,52286.41950871722,921.7904912827798
2021-01-03,Lambayong,51880.18,52072.46701386771,-192.2870138677099
2021-01-04,Lambayong,57001.5,55718.78813184194,1282.7118681580614
2021-01-05,Lambayong,56144.73,54757.44286098648,1387.287139013526
2021-01-06,Lambayong,55087.15,54741.166643809265,345.98335619073623
2021-01-07,Lambayong,55245.48,56249.99009634243,-1004.5100963424266
2021-01-08,Lambayong,54684.63,51829.05689209593,2855.5731079040706
2021-01-09,Lambayong,53349.4,55033.58715943072,-1684.1871594307158
2021-01-10,Lambayong,50279.24,50685.655899964804,-406.41589996480616
2021-01-11,Lambayong,55653.94,56522.94511769992,-869.0051176999186
2021-01-12,Lambayong,57042.19,57936.853019457725,-894.6630194577228
2021-01-13,Lambayong,55797.36,55888.55001325885,-91.19001325884892
2021-01-14,Lambayong,57198.11,54476.91216192947,2721.197838070533
2021-01-15,Lambayong,58261.68,56294.809612868594,1966.8703871314065
2021-01-16,Lambayong,55367.18,56198.39319050379,-831.2131905037895
2021-01-17,Lambayong,52861.46,53401.57876878333,-540.1187687833299
2021-01-18,Lambayong,57480.48,57711.114244205964,-230.6342442059613
2021-01-19,Lambayong,56511.63,57022.25658080064,-510.62658080064284
2021-01-20,Lambayong,57564.38,57080.07088773088,484.3091122691185
2021-01-21,Lambayong,57345.77,57064.65297043411,281.1170295658885
2021-01-22,Lambayong,57250.51,55879.39037395276,1371.1196260472425
2021-01-23,Lambayong,55393.06,55207.863353452456,185.1966465475416
2021-01-24,Lambayong,52798.48,53547.07423047835,-748.5942304783457
2021-01-25,Lambayong,55005.5,54068.0195634322,937.4804365677992
2021-01-26,Lambayong,57938.92,57485.40425162221,453.51574837778753
2021-01-27,Lambayong,56050.16,54979.53412408671,1070.6258759132907
2021-01-28,Lambayong,54838.22,54635.83084579266,202.38915420733974
2021-01-29,Lambayong,53526.32,56348.14074722821,-2821.8207472282083
2021-01-30,Lambayong,49929.3,51833.28770362944,-1903.9877036294347
2021-01-31,Lambayong,49126.32,52685.28187446692,-3558.9618744669206
2021-02-01,Lambayong,55987.13,55758.41883323149,228.71116676850943
2021-02-02,Lambayong,53559.88,53816.94214409071,-257.06214409071254
2021-02-03,Lambayong,53052.06,53051.419720506805,0.6402794931927929
2021-02-04,Lambayong,53504.77,52634.79089704858,869.9791029514163
2021-02-05,Lambayong,54473.42,52904.871041441285,1568.548958558713
2021-02-06,Lambayong,55198.22,53532.20411414314,1666.0158858568611
2021-02-07,Lambayong,49725.47,51976.40167981058,-2250.931679810579
2021-02-08,Lambayong,54801.21,55308.75313153004,-507.5431315300375
2021-02-09,Lambayong,54820.94,54694.87845048629,126.0615495137099
2021-02-10,Lambayong,55990.87,52797.17678570075,3193.693214299252
2021-02-11,Lambayong,56782.98,56443.87814422819,339.10185577181255
2021-02-12,Lambayong,56125.72,54995.101463048435,1130.618536951566
2021-02-13,Lambayong,55636.85,56366.665751455745,-729.8157514557461
2021-02-14,Lambayong,52157.68,52123.42145029385,34.258549706151825
2021-02-15,Lambayong,59068.44,57474.35600647479,1594.0839935252152
2021-02-16,Lambayong,57181.02,57934.78612758708,-753.7661275870851
2021-02-17,Lambayong,56102.14,55661.25977480223,440.8802251977686
2021-02-18,Lambayong,55970.5,54836.22969290837,1134.2703070916323
2021-02-19,Lambayong,56566.2,54323.30142702918,2242.8985729708147
2021-02-20,Lambayong,53738.24,55444.95070500755,-1706.7107050075501
2021-02-21,Lambayong,51958.44,50644.12803204147,1314.3119679585288
2021-02-22,Lambayong,55905.91,56787.919052945355,-882.0090529453519
2021-02-23,Lambayong,57809.71,57131.99875860905,677.711241390949
2021-02-24,Lambayong,63373.4,60467.745746749744,2905.654253250257
2021-02-25,Lambayong,55656.38,53648.37192255741,2008.0080774425878
2021-02-26,Lambayong,61021.16,58935.87862471398,2085.281375286024
2021-02-27,Lambayong,53489.53,53783.183608896026,-293.65360889602744
2021-02-28,Lambayong,51718.56,50987.751690236495,730.8083097635026
2021-03-01,Lambayong,55855.94,53735.79746419478,2120.142535805222
2021-03-02,Lambayong,55352.76,56101.11061092216,-748.3506109221562
2021-03-03,Lambayong,56570.3,54278.904552844295,2291.395447155708
2021-03-04,Lambayong,59064.01,56415.10874174598,2648.9012582540236
2021-03-05,Lambayong,59375.06,58785.67857090353,589.3814290964656
2021-03-06,Lambayong,56145.33,53987.96528614154,2157.364713858464
2021-03-07,Lambayong,53006.77,52989.462098221105,17.30790177889139
2021-03-08,Lambayong,53957.85,52780.15089387849,1177.6991061215085
2021-03-09,Lambayong,59126.07,56566.95880637334,2559.1111936266607
2021-03-10,Lambayong,63372.25,62205.79303111337,1166.4569688866322
2021-03-11,Lambayong,64037.89,62472.88006890404,1565.0099310959558
2021-03-12,Lambayong,59973.65,61398.69710961133,-1425.0471096113251
2021-03-13,Lambayong,59059.35,57722.64775200724,1336.7022479927618
2021-03-14,Lambayong,52627.83,52333.294268315425,294.5357316845766
2021-03-15,Lambayong,60368.16,57353.70973568641,3014.450264313593
2021-03-16,Lambayong,63338.61,61558.177180445906,1780.4328195540947
2021-03-17,Lambayong,63109.38,61562.4502760294,1546.9297239705993
2021-03-18,Lambayong,61812.4,61501.33656200684,311.063437993158
2021-03-19,Lambayong,62278.91,61766.167245895034,512.7427541049692
2021-03-20,Lambayong,53139.4,56264.77664951748,-3125.3766495174787
2021-03-21,Lambayong,52000.26,53924.456267009446,-1924.1962670094435
2021-03-22,Lambayong,55845.75,54106.784063399115,1738.9659366008855
2021-03-23,Lambayong,58850.41,59005.45368449679,-155.0436844967844
2021-03-24,Lambayong,59834.92,60273.78768825556,-438.8676882555592
2021-03-25,Lambayong,61177.87,62128.15865950944,-950.2886595094387
2021-03-26,Lambayong,62930.4,61684.3492815129,1246.0507184871021
2021-03-27,Lambayong,58104.15,57973.93466513952,130.2153348604843
2021-03-28,Lambayong,52566.68,53274.22251737902,-707.5425173790209
2021-03-29,Lambayong,57056.96,56024.19893177926,1032.7610682207378
2021-03-30,Lambayong,59867.48,60119.98840544142,-252.5084054414183
2021-03-31,Lambayong,58299.52,61963.99549340546,-3664.4754934054654
2021-04-01,Lambayong,64664.75,61858.0194252191,2806.7305747809005
2021-04-02,Lambayong,58772.99,59208.06692049019,-435.07692049019533
2021-04-03,Lambayong,53827.2,50617.49865562688,3209.7013443731194
2021-04-04,Lambayong,53731.98,51393.82030191939,2338.1596980806135
2021-04-05,Lambayong,61410.99,58358.74082300873,3052.2491769912667
2021-04-06,Lambayong,60576.51,60147.71014004129,428.7998599587154
2021-04-07,Lambayong,62261.86,60905.19209047349,1356.6679095265135
2021-04-08,Lambayong,58793.12,60169.72670900113,-1376.6067090011275
2021-04-09,Lambayong,55965.2,56453.873911662435,-488.6739116624376
2021-04-10,Lambayong,55502.54,51878.57194180854,3623.968058191458
2021-04-11,Lambayong,53562.0,54457.85321558841,-895.8532155884095
2021-04-12,Lambayong,61080.65,60802.62329295258,278.02670704742195
2021-04-13,Lambayong,62381.87,61705.34905370477,676.5209462952334
2021-04-14,Lambayong,61873.82,62131.834561857366,-258.01456185736606
2021-04-15,Lambayong,59424.33,60882.202115641805,-1457.8721156418032
2021-04-16,Lambayong,62675.85,58622.77293692492,4053.0770630750776
2021-04-17,Lambayong,56216.23,57886.85795344208,-1670.6279534420755
2021-04-18,Lambayong,52580.1,54485.27471707761,-1905.1747170776143
2021-04-19,Lambayong,62363.05,61366.028817861246,997.0211821387566
2021-04-20,Lambayong,60908.64,61386.51272305948,-477.87272305948136
2021-04-21,Lambayong,57465.95,58216.304665978336,-750.3546659783387
2021-04-22,Lambayong,57261.48,58115.291653500644,-853.8116535006411
2021-04-23,Lambayong,58846.07,56387.68338086802,2458.386619131983
2021-04-24,Lambayong,59586.9,58085.566515025756,1501.333484974246
