date,municipality,consumption_kwh,production_mlr_prediction,production_mlr_residual_kwh
2021-02-06,Isulan,106749.43,108442.19128201247,-1692.7612820124777
2021-02-07,Isulan,100878.43,105901.4985528336,-5023.0685528336035
2021-02-08,Isulan,113247.25,110936.94283673278,2310.3071632672218
2021-02-09,Isulan,111202.68,114605.48003704118,-3402.80003704119
2021-02-10,Isulan,112309.47,111442.50267168411,866.9673283158918
2021-02-11,Isulan,112302.61,113293.79855730422,-991.1885573042237
2021-02-12,Isulan,108587.54,111175.54854542066,-2588.008545420671
2021-02-13,Isulan,116053.37,111019.83352947456,5033.536470525432
2021-02-14,Isulan,105642.59,109112.56913671583,-3469.9791367158323
2021-02-15,Isulan,118621.26,113447.27812114026,5173.981878859733
2021-02-16,Isulan,117826.87,117110.86468553971,716.0053144602862
2021-02-17,Isulan,116715.17,114532.28490675926,2182.8850932407368
2021-02-18,Isulan,117212.29,115453.47496401396,1758.8150359860301
2021-02-19,Isulan,113473.29,112240.87522994692,1232.4147700530739
2021-02-20,Isulan,106549.61,113615.57227616746,-7065.962276167455
2021-02-21,Isulan,101221.4,104478.67910881233,-3257.279108812334
2021-02-22,Isulan,109857.63,109198.54843993612,659.0815600638889
2021-02-23,Isulan,113602.69,113984.55064366077,-381.8606436607661
2021-02-24,Isulan,126964.39,118287.75688000745,8676.633119992548
2021-02-25,Isulan,105720.41,114071.00897960036,-8350.598979600356
2021-02-26,Isulan,114399.57,109614.43051618821,4785.139483811799
2021-02-27,Isulan,104079.54,109232.26404461582,-5152.724044615825
2021-02-28,Isulan,99876.47,102906.07578479641,-3029.605784796411
2021-03-01,Isulan,107368.85,106184.52445574485,1184.32554425516
2021-03-02,Isulan,109268.38,111444.91123460807,-2176.531234608061
2021-03-03,Isulan,108317.25,111962.23275608153,-3644.982756081532
2021-03-04,Isulan,111678.29,108811.9472234555,2866.342776544494
2021-03-05,Isulan,118660.39,112324.25434483131,6336.135655168691
2021-03-06,Isulan,112825.07,110971.94342973338,1853.1265702666278
2021-03-07,Isulan,109703.56,109020.65228946818,682.9077105318138
2021-03-08,Isulan,114389.45,110452.65731707626,3936.7926829237404
2021-03-09,Isulan,121614.87,115844.98843449121,5769.881565508782
2021-03-10,Isulan,128243.84,122553.90643847667,5689.9335615233285
2021-03-11,Isulan,125980.71,122266.08917803041,3714.620821969598
2021-03-12,Isulan,120113.7,122859.16309337232,-2745.463093372324
2021-03-13,Isulan,114117.78,115331.13183830079,-1213.3518383007904
2021-03-14,Isulan,104248.85,107980.75295642592,-3731.902956425911
2021-03-15,Isulan,117010.89,110667.95374541983,6342.9362545801705
2021-03-16,Isulan,125536.54,118678.92264653138,6857.6173534686095
2021-03-17,Isulan,126397.94,123107.10565701083,3290.8343429891684
2021-03-18,Isulan,128489.24,123611.71295931295,4877.527040687055
2021-03-19,Isulan,123451.24,122425.29349727397,1025.9465027260303
2021-03-20,Isulan,110268.53,115083.16166761232,-4814.631667612324
2021-03-21,Isulan,107285.81,110251.95118682469,-2966.141186824694
2021-03-22,Isulan,118332.34,111407.76342316408,6924.576576835912
2021-03-23,Isulan,127921.94,122328.67841102528,5593.261588974725
2021-03-24,Isulan,129418.6,127183.8317762355,2234.768223764506
2021-03-25,Isulan,127547.28,128044.2229787829,-496.94297878289944
2021-03-26,Isulan,124201.18,124284.37173047326,-83.1917304732633
2021-03-27,Isulan,111608.13,116549.67643844226,-4941.546438442252
2021-03-28,Isulan,102411.24,107578.44983096598,-5167.209830965978
2021-03-29,Isulan,114399.15,112755.75255505394,1643.397444946051
2021-03-30,Isulan,121658.97,121803.7077063679,-144.7377063679014
2021-03-31,Isulan,120178.8,124434.28354832872,-4255.483548328717
2021-04-01,Isulan,132389.58,125071.48710937105,7318.092890628934
2021-04-02,Isulan,123528.67,125414.84235482542,-1886.172354825423
2021-04-03,Isulan,106025.01,111943.4988082215,-5918.488808221504
2021-04-04,Isulan,108726.61,104842.92464949234,3883.685350507658
2021-04-05,Isulan,124718.93,117053.89785619285,7665.0321438071405
2021-04-06,Isulan,120753.57,122967.71707301815,-2214.1470730181463
2021-04-07,Isulan,118943.27,122400.18849573347,-3456.9184957334655
2021-04-08,Isulan,115158.7,122889.22418420642,-7730.524184206428
2021-04-09,Isulan,108102.98,116650.8259394069,-8547.845939406907
2021-04-10,Isulan,110365.64,106954.06574495682,3411.574255043175
2021-04-11,Isulan,110310.17,109989.3561472852,320.81385271479667
2021-04-12,Isulan,125881.17,119807.81952481666,6073.350475183339
2021-04-13,Isulan,128201.53,125314.76177346017,2886.7682265398325
2021-04-14,Isulan,131439.92,124805.72325967946,6634.196740320549
2021-04-15,Isulan,127173.78,126689.7758769881,484.004123011895
2021-04-16,Isulan,134056.99,122751.97084991298,11305.019150087013
2021-04-17,Isulan,118070.1,122165.12328228587,-4095.023282285867
2021-04-18,Isulan,113835.66,116539.32680780836,-2703.6668078083603
2021-04-19,Isulan,130511.98,124765.32487366641,5746.655126333586
2021-04-20,Isulan,123902.66,127658.54098491918,-3755.880984919175
2021-04-21,Isulan,117595.38,123345.53076676435,-5750.1507667643455
2021-04-22,Isulan,119016.64,120258.5285737781,-1241.8885737780947
2021-04-23,Isulan,121015.79,119974.95351879549,1040.8364812045038
2021-04-24,Isulan,121525.22,118134.1026549595,3391.117345040504
2021-04-25,Isulan,110731.82,114067.93973965076,-3336.1197396507487
2021-04-26,Isulan,126997.6,121694.5520020866,5303.047997913411
2021-04-27,Isulan,127401.8,127011.68214197631,390.1178580236883
2021-04-28,Isulan,138810.22,128703.67319263225,10106.546807367748
2021-04-29,Isulan,136657.54,131407.28652379662,5250.25347620339
2021-04-30,Isulan,126823.8,131001.41095723146,-4177.61095723146
2021-05-01,Isulan,107904.22,117264.08700763593,-9359.867007635927
2021-05-02,Isulan,115474.7,111113.2618753925,4361.438124607492
2021-05-03,Isulan,125486.09,124458.10752759468,1027.9824724053178
2021-05-04,Isulan,122232.99,126518.47705314646,-4285.487053146455
2021-05-05,Isulan,120748.92,124640.00889623495,-3891.0888962349563
2021-05-06,Isulan,117198.03,122437.93560024201,-5239.905600242011
2021-05-07,Isulan,117697.57,118052.71455203675,-355.1445520367415
2021-05-08,Isulan,117239.88,115120.0288739977,2119.851126002308
2021-05-09,Isulan,111983.31,114216.65779231927,-2233.3477923192695
2021-05-10,Isulan,123991.65,120866.03393880004,3125.616061199951
2021-05-11,Isulan,123238.95,124905.72907840443,-1666.7790784044337
2021-05-12,Isulan,125635.25,125779.44179053616,-144.19179053616244
2021-05-13,Isulan,106492.73,121315.79682147023,-14823.066821470231
2021-05-14,Isulan,120525.68,114223.5899486667,6302.090051333289
2021-05-15,Isulan,113536.17,117670.0248355557,-4133.8548355556995
2021-05-16,Isulan,110546.7,112505.22612878401,-1958.5261287840112
2021-05-17,Isulan,119522.25,119003.69874342009,518.5512565799145
2021-05-18,Isulan,120278.9,121635.86229461734,-1356.9622946173477
2021-05-19,Isulan,117082.62,119235.17399953946,-2152.5539995394647
2021-05-20,Isulan,123140.12,115589.51264612655,7550.607353873449
2021-05-21,Isulan,135219.84,124594.32611814183,10625.513881858162
2021-05-22,Isulan,121323.58,124916.79409021659,-3593.2140902165847
2021-05-23,Isulan,111098.62,115777.03963827944,-4678.419638279447
2021-05-24,Isulan,118493.73,117602.85620669424,890.8737933057564
2021-05-25,Isulan,112540.38,118695.8373098638,-6155.457309863792
2021-05-26,Isulan,110563.3,114064.00374954357,-3500.703749543565
2021-05-27,Isulan,114107.48,114930.3250714792,-822.8450714791979
2021-05-28,Isulan,118293.2,120159.69070928234,-1866.4907092823414
2021-05-29,Isulan,106983.54,112506.0602739712,-5522.520273971211
2021-05-30,Isulan,102774.38,106874.53971848344,-4100.159718483439
2021-05-31,Isulan,115890.7,111506.39672130588,4384.3032786941185
2021-06-01,Isulan,118930.28,114154.10120160761,4776.178798392386
2021-06-02,Isulan,121740.14,115492.86891907087,6247.271080929131
2021-06-03,Isulan,125810.53,118958.00456119697,6852.52543880303
2021-06-04,Isulan,122132.48,124214.61557087753,-2082.1355708775372
2021-06-05,Isulan,110769.11,116659.12031048855,-5890.010310488549
2021-06-06,Isulan,107364.84,108501.06535169957,-1136.2253516995697
2021-06-07,Isulan,113943.53,113270.8427705291,672.6872294709028
2021-06-08,Isulan,118202.21,117157.9025470044,1044.3074529956066
2021-06-09,Isulan,128347.72,121336.07634107428,7011.643658925721
2021-06-10,Isulan,129117.2,126378.11817565198,2739.081824348017
2021-06-11,Isulan,129864.9,124408.79339200519,5456.106607994807
2021-06-12,Isulan,99977.06,116090.7918153117,-16113.731815311708
2021-06-13,Isulan,108126.14,102623.17535611056,5502.9646438894415
2021-06-14,Isulan,121717.43,115301.9036548713,6415.526345128688
2021-06-15,Isulan,124698.31,121271.14159099253,3427.1684090074705
2021-06-16,Isulan,117552.6,122795.73287762515,-5243.132877625147
2021-06-17,Isulan,133087.25,125679.24372519036,7408.006274809639
2021-06-18,Isulan,140934.8,131409.98267211983,9524.817327880155
2021-06-19,Isulan,133091.32,125554.59691626635,7536.723083733654
2021-06-20,Isulan,113457.15,118757.53667146488,-5300.38667146489
2021-06-21,Isulan,116911.79,116278.9870234005,632.802976599487
2021-06-22,Isulan,115973.01,118639.31548048795,-2666.3054804879503
2021-06-23,Isulan,124244.5,121859.97130968915,2384.52869031085
2021-06-24,Isulan,116127.55,123426.64454996718,-7299.09454996718
2021-06-25,Isulan,117533.36,122785.47413301091,-5252.114133010909
2021-06-26,Isulan,111635.05,115764.00615597922,-4128.95615597922
2021-06-27,Isulan,107552.29,111016.41362537301,-3464.1236253730167
2021-06-28,Isulan,118713.84,113867.70128390672,4846.138716093279
2021-06-29,Isulan,130806.78,120763.88066688189,10042.899333118112
2021-06-30,Isulan,128441.06,124987.75489003347,3453.3051099665317
2021-07-01,Isulan,120037.96,122911.09702716846,-2873.1370271684573
2021-07-02,Isulan,118872.72,123030.57744289827,-4157.857442898268
2021-07-03,Isulan,114586.06,119779.86970838653,-5193.809708386529
2021-07-04,Isulan,102259.53,110465.57743683421,-8206.047436834211
2021-07-05,Isulan,126565.54,117067.19108012073,9498.348919879267
2021-07-06,Isulan,129704.09,128088.2423028677,1615.8476971322962
2021-07-07,Isulan,135497.91,132078.59297353477,3419.317026465229
2021-07-08,Isulan,141134.37,131276.94062079172,9857.429379208275
2021-07-09,Isulan,126133.66,128811.53459081032,-2677.8745908103156
2021-07-10,Isulan,116615.21,119561.38658338212,-2946.176583382112
2021-07-11,Isulan,119905.88,113693.33080039934,6212.54919960066
2021-07-12,Isulan,129617.07,126510.65033561023,3106.419664389774
2021-07-13,Isulan,127464.86,131058.64761320119,-3593.787613201188
2021-07-14,Isulan,127809.53,130027.7160490503,-2218.1860490503022
2021-07-15,Isulan,127582.87,130230.31055611584,-2647.440556115849
2021-07-16,Isulan,117742.56,123475.21773526049,-5732.6577352604945
2021-07-17,Isulan,113249.34,116722.51117240135,-3473.1711724013585
2021-07-18,Isulan,105877.8,111527.24575443412,-5649.445754434113
2021-07-19,Isulan,133328.68,119965.34598171119,13363.334018288806
2021-07-20,Isulan,112754.47,125499.5311232316,-12745.0611232316
2021-07-21,Isulan,126301.13,122802.94980170352,3498.1801982964826
2021-07-22,Isulan,117807.66,127043.57059891161,-9235.910598911607
2021-07-23,Isulan,115018.85,118876.5847996248,-3857.734799624799
2021-07-24,Isulan,105732.55,112488.03598203587,-6755.485982035869
2021-07-25,Isulan,110879.66,111577.55177138322,-697.8917713832197
2021-07-26,Isulan,128719.65,124436.02502266885,4283.624977331143
2021-07-27,Isulan,120702.46,124438.23433490521,-3735.7743349052034
2021-07-28,Isulan,120125.55,123929.87440881942,-3804.3244088194187
2021-07-29,Isulan,119721.1,121632.2007478627,-1911.1007478626998
2021-07-30,Isulan,123244.21,118572.01351200158,4672.19648799843
2021-07-31,Isulan,120763.78,117819.12555270197,2944.6544472980313
2021-08-01,Isulan,114335.7,116557.64181328545,-2221.941813285448
2021-08-02,Isulan,123765.7,124338.739187409,-573.0391874089983
2021-08-03,Isulan,115140.47,120083.30124148213,-4942.831241482127
2021-08-04,Isulan,118528.62,118077.03102347208,451.5889765279135
2021-08-05,Isulan,120258.45,119625.23636171505,633.2136382849421
2021-08-06,Isulan,116315.44,119286.80264801013,-2971.362648010123
2021-08-07,Isulan,118346.9,114707.5912411884,3639.3087588115886
2021-08-08,Isulan,108370.38,112881.64155144332,-4511.261551443313
2021-08-09,Isulan,122420.44,118781.4049527669,3639.0350472331047
2021-08-10,Isulan,122234.35,120512.90069629549,1721.4493037045177
2021-08-11,Isulan,113374.88,115692.10504750293,-2317.2250475029286
2021-08-12,Isulan,118353.03,117321.91675081417,1031.1132491858298
2021-08-13,Isulan,118623.31,116471.64818206307,2151.661817936925
2021-08-14,Isulan,115518.16,117672.20789559091,-2154.0478955909057
2021-08-15,Isulan,106102.87,110876.97902129989,-4774.109021299897
2021-08-16,Isulan,120617.73,116086.19015752949,4531.539842470505
2021-08-17,Isulan,123809.23,122055.23423060097,1753.995769399029
2021-08-18,Isulan,125775.46,120523.09549383538,5252.364506164624
2021-08-19,Isulan,123956.88,123139.55112454954,817.328875450461
2021-08-20,Isulan,128608.18,121907.42735511597,6700.752644884022
2021-08-21,Isulan,110541.74,118630.33298549711,-8088.592985497104
2021-08-22,Isulan,107755.02,108696.7347374607,-941.7147374607011
2021-08-23,Isulan,111708.62,113325.00012086792,-1616.3801208679215
2021-08-24,Isulan,114539.96,116808.49056952554,-2268.5305695255374
2021-08-25,Isulan,117542.5,115480.43384577852,2062.0661542214802
2021-08-26,Isulan,116230.0,119446.21303762005,-3216.213037620051
2021-08-27,Isulan,118255.6,118843.5370975213,-587.9370975212951
2021-08-28,Isulan,111241.95,116055.77765732628,-4813.827657326285
2021-08-29,Isulan,99095.53,106701.291959747,-7605.761959747004
2021-08-30,Isulan,102442.46,104138.92286816625,-1696.4628681662434
2021-08-31,Isulan,118228.47,111705.87992377672,6522.590076223278
2021-09-01,Isulan,120106.12,117179.21202224937,2926.9079777506267
2021-09-02,Isulan,124723.36,120790.74397719481,3932.6160228051885
2021-09-03,Isulan,121217.75,121160.6255847102,57.1244152897998
2021-09-04,Isulan,114746.84,115179.73482406462,-432.89482406462776
2021-09-05,Isulan,109327.39,109868.49662333835,-541.1066233383463
2021-09-06,Isulan,132996.78,115390.88359324503,17605.896406754968
2021-09-07,Isulan,130031.91,126820.02653252866,3211.8834674713435
2021-09-08,Isulan,123656.05,124164.53228328956,-508.48228328955884
2021-09-09,Isulan,126144.3,122536.0104003547,3608.2895996453008
2021-09-10,Isulan,123797.88,125161.8053880651,-1363.925388065094
2021-09-11,Isulan,121565.84,120662.97970138374,902.8602986162587
2021-09-12,Isulan,111200.49,113668.67531995804,-2468.1853199580364
2021-09-13,Isulan,123381.0,116601.67476066007,6779.325239339931
2021-09-14,Isulan,121345.57,121971.43018789653,-625.8601878965273
2021-09-15,Isulan,122359.48,121145.52521335142,1213.954786648581
2021-09-16,Isulan,118910.04,120929.98852586535,-2019.9485258653585
2021-09-17,Isulan,120872.67,120087.39433413163,785.2756658683647
2021-09-18,Isulan,106815.35,114315.82772844718,-7500.477728447178
2021-09-19,Isulan,105549.19,107453.27869812191,-1904.0886981219082
2021-09-20,Isulan,115724.73,116570.56647646638,-845.8364764663856
2021-09-21,Isulan,121735.76,120288.40916710424,1447.3508328957541
2021-09-22,Isulan,122520.38,122324.23709096432,196.14290903568326
2021-09-23,Isulan,125356.13,122111.49768243798,3244.63231756202
2021-09-24,Isulan,126966.27,123879.95757037014,3086.312429629863
2021-09-25,Isulan,121690.13,120725.92763583807,964.2023641619307
2021-09-26,Isulan,105240.24,113355.40381712146,-8115.163817121458
2021-09-27,Isulan,116094.25,117121.46933891752,-1027.2193389175227
2021-09-28,Isulan,123957.9,122289.68837810395,1668.2116218960437
2021-09-29,Isulan,122920.82,123748.00990197026,-827.1899019702541
2021-09-30,Isulan,119062.61,122790.24101469567,-3727.6310146956675
2021-10-01,Isulan,124643.55,122868.1823378027,1775.367662197299
2021-10-02,Isulan,120606.19,120738.46133085107,-132.27133085107198
2021-10-03,Isulan,116353.28,114402.85724469481,1950.4227553051896
2021-10-04,Isulan,120487.98,117238.09599179917,3249.8840082008246
2021-10-05,Isulan,126509.59,122967.1283272267,3542.4616727732937
2021-10-06,Isulan,126866.72,123780.27861489866,3086.441385101338
2021-10-07,Isulan,131203.57,125910.60838033787,5292.9616196621355
2021-10-08,Isulan,132510.72,129506.59635341507,3004.123646584936
2021-10-09,Isulan,117852.05,123898.28062964734,-6046.23062964734
2021-10-10,Isulan,107559.58,111013.09669241792,-3453.516692417921
2021-10-11,Isulan,117537.41,112250.4089850391,5287.001014960901
2021-10-12,Isulan,123505.09,120930.98390151141,2574.1060984885844
2021-10-13,Isulan,127896.6,125199.02537967048,2697.5746203295275
2021-10-14,Isulan,123567.69,125234.85490103859,-1667.1649010385881
2021-10-15,Isulan,127432.9,125311.41346360822,2121.486536391778
2021-10-16,Isulan,123698.32,122750.76850519331,947.5514948066993
2021-10-17,Isulan,112688.84,117699.52356508124,-5010.683565081243
2021-10-18,Isulan,131558.1,120878.41887932045,10679.681120679554
2021-10-19,Isulan,121010.6,126057.49794237726,-5046.897942377254
2021-10-20,Isulan,122883.65,125649.47825571711,-2765.8282557171187
2021-10-21,Isulan,128247.55,126764.68161114841,1482.8683888515952
2021-10-22,Isulan,130028.82,129637.67691507314,391.1430849268654
2021-10-23,Isulan,112167.79,121737.29724535339,-9569.507245353394
2021-10-24,Isulan,113518.17,112999.3990379316,518.7709620684036
2021-10-25,Isulan,121799.21,120918.82491907197,880.3850809280411
2021-10-26,Isulan,133975.45,125099.78106227652,8875.668937723487
2021-10-27,Isulan,134916.55,131615.9336341513,3300.616365848691
2021-10-28,Isulan,135991.91,131281.3941728315,4710.515827168507
2021-10-29,Isulan,129656.3,131765.77180178626,-2109.4718017862615
2021-10-30,Isulan,125889.07,124825.57978844464,1063.4902115553705
2021-10-31,Isulan,121469.83,121031.46148689353,438.36851310647035
2021-11-01,Isulan,129529.54,126554.25658417722,2975.283415822778
2021-11-02,Isulan,121035.16,125171.64686840537,-4136.486868405365
2021-11-03,Isulan,138888.45,128483.6016261769,10404.848373823115
2021-11-04,Isulan,141827.76,135957.8041629053,5869.95583709472
2021-11-05,Isulan,131493.39,136203.7909099952,-4710.4009099951945
2021-11-06,Isulan,130232.86,127060.51815994653,3172.341840053472
2021-11-07,Isulan,110828.57,120339.70654382638,-9511.136543826375
2021-11-08,Isulan,119260.59,118870.04914391982,390.5408560801734
2021-11-09,Isulan,120555.91,122787.06839037508,-2231.1583903750725
2021-11-10,Isulan,122958.36,126641.54360164404,-3683.1836016440357
2021-11-11,Isulan,117979.93,125682.02279446909,-7702.092794469092
2021-11-12,Isulan,125055.05,124529.62321513287,525.4267848671298
2021-11-13,Isulan,124583.13,125508.57586424527,-925.4458642452664
2021-11-14,Isulan,114705.3,118594.17117966549,-3888.8711796654825
2021-11-15,Isulan,127897.79,119715.96176112704,8181.828238872957
2021-11-16,Isulan,129093.75,126156.15187152087,2937.598128479134
2021-11-17,Isulan,131803.93,128473.3021926898,3330.6278073101857
2021-11-18,Isulan,131093.71,131902.12952764466,-808.4195276446699
2021-11-19,Isulan,135959.1,130695.42386636087,5263.6761336391355
2021-11-20,Isulan,114026.82,127918.27854789699,-13891.458547896982
2021-11-21,Isulan,105960.36,113880.94402738802,-7920.584027388017
2021-11-22,Isulan,112289.77,116666.47785418763,-4376.707854187625
2021-11-23,Isulan,116742.35,119193.98706976393,-2451.6370697639213
2021-11-24,Isulan,116047.66,120076.951762016,-4029.2917620160006
2021-11-25,Isulan,114278.86,116379.04882901005,-2100.188829010047
2021-11-26,Isulan,112732.1,118688.04987305785,-5955.949873057849
2021-11-27,Isulan,108201.16,113048.57704530122,-4847.417045301219
2021-11-28,Isulan,102948.65,107823.75644517216,-4875.106445172161
2021-11-29,Isulan,112424.16,109464.13294254895,2960.0270574510505
2021-11-30,Isulan,103413.2,111995.20885913348,-8582.008859133479
2021-12-01,Isulan,116779.73,111674.12767818272,5105.602321817278
2021-12-02,Isulan,121053.95,122296.12515921169,-1242.1751592116925
2021-12-03,Isulan,119297.11,121775.58440471058,-2478.474404710578
2021-12-04,Isulan,106608.16,112293.75022712193,-5685.590227121924
2021-12-05,Isulan,103079.84,106581.05895349337,-3501.2189534933714
2021-12-06,Isulan,115852.39,109877.37550185913,5975.014498140867
2021-12-07,Isulan,121293.05,117313.28138227705,3979.768617722948
2021-12-08,Isulan,110623.67,115836.37020400168,-5212.700204001681
2021-12-09,Isulan,116910.15,115313.64754366475,1596.502456335249
2021-12-10,Isulan,117957.97,118339.51601785341,-381.5460178534122
2021-12-11,Isulan,115746.43,115349.59133223418,396.8386677658127
2021-12-12,Isulan,104277.86,107830.83221763988,-3552.972217639879
2021-12-13,Isulan,119893.24,113972.58846668355,5920.651533316457
2021-12-14,Isulan,119444.48,116352.83346777578,3091.6465322242148
2021-12-15,Isulan,117604.74,117293.06398839082,311.67601160919
2021-12-16,Isulan,119443.87,119512.95166621637,-69.08166621637065
2021-12-17,Isulan,117446.8,117592.29108285396,-145.49108285395778
2021-12-18,Isulan,115306.36,115282.23267920232,24.127320797677385
2021-12-19,Isulan,106081.05,109538.97656051743,-3457.9265605174296
2021-12-20,Isulan,111229.29,112047.93986358309,-818.649863583094
2021-12-21,Isulan,112535.43,115634.02763065448,-3098.597630654491
2021-12-22,Isulan,116245.35,114513.01911971204,1732.330880287962
2021-12-23,Isulan,114355.79,116765.62824309012,-2409.8382430901256
2021-12-24,Isulan,117233.35,116952.44905835345,280.900941646556
2021-12-25,Isulan,98832.46,110939.5720951443,-12107.1120951443
2021-12-26,Isulan,108103.65,103668.64799863048,4435.0020013695175
2021-12-27,Isulan,122966.47,114635.40802911844,8331.061970881565
2021-12-28,Isulan,113854.56,118739.19596057304,-4884.6359605730395
2021-12-29,Isulan,126742.2,120545.57359972406,6196.626400275942
2021-12-30,Isulan,120954.66,122504.76209865914,-1550.102098659132
2021-12-31,Isulan,125600.7,119674.40963003889,5926.290369961105
2022-01-01,Isulan,99990.11,112788.39797053958,-12798.287970539575
2022-01-02,Isulan,110152.49,107606.4251560106,2546.0648439893994
2022-01-03,Isulan,123880.11,117483.46102066405,6396.648979335951
2022-01-04,Isulan,118931.46,119242.60525660511,-311.14525660510117
2022-01-05,Isulan,116902.47,120725.7405832596,-3823.2705832595966
2022-01-06,Isulan,114600.82,114754.03691076933,-153.21691076931893
2022-01-07,Isulan,121668.5,122646.29039690642,-977.7903969064209
2022-01-08,Isulan,104355.39,108107.42691914199,-3752.0369191419886
2022-01-09,Isulan,102069.01,108081.70563742824,-6012.695637428245
2022-01-10,Isulan,120547.6,117523.12505474719,3024.4749452528195
2022-01-11,Isulan,122418.63,120166.37161913593,2252.2583808640775
2022-01-12,Isulan,123716.03,121687.2216581821,2028.8083418179012
2022-01-13,Isulan,120737.76,121256.23400086607,-518.4740008660738
2022-01-14,Isulan,117360.17,120388.3432234613,-3028.173223461301
2022-01-15,Isulan,109672.7,110240.59078610713,-567.8907861071348
2022-01-16,Isulan,102875.85,108933.0653540074,-6057.215354007392
2022-01-17,Isulan,113726.55,114212.30616035263,-485.75616035262647
2022-01-18,Isulan,113354.08,116295.5370228061,-2941.457022806091
2022-01-19,Isulan,121535.89,121305.07410428653,230.81589571347286
2022-01-20,Isulan,117471.86,120291.95670191619,-2820.096701916191
2022-01-21,Isulan,115676.97,119141.17294582407,-3464.2029458240722
2022-01-22,Isulan,113209.99,112806.80132866793,403.18867133207095
2022-01-23,Isulan,103180.15,108566.0685302947,-5385.918530294701
2022-01-24,Isulan,111800.91,112525.22592068961,-724.3159206896089
2022-01-25,Isulan,117087.18,115368.53493576252,1718.6450642374693
2022-01-26,Isulan,116047.4,117685.54165432786,-1638.141654327861
2022-01-27,Isulan,121401.72,119687.76760949718,1713.9523905028182
2022-01-28,Isulan,121335.75,119238.40840566877,2097.3415943312284
2022-01-29,Isulan,108508.67,114832.09471273425,-6323.424712734253
2022-01-30,Isulan,107041.03,107759.02560873685,-717.9956087368482
2022-01-31,Isulan,118232.91,113120.4596199268,5112.450380073205
2022-02-01,Isulan,108011.2,113376.54208498186,-5365.342084981865
2022-02-02,Isulan,120941.92,115288.09740349204,5653.822596507962
2022-02-03,Isulan,114991.77,117324.09470838089,-2332.324708380882
2022-02-04,Isulan,122167.51,117633.99720248589,4533.512797514108
2022-02-05,Isulan,118492.47,118774.32522462189,-281.85522462188965
2022-02-06,Isulan,110470.99,112541.30665316709,-2070.3166531670868
2022-02-07,Isulan,129870.62,119608.07676992792,10262.543230072071
2022-02-08,Isulan,123380.55,122875.30000824704,505.249991752964
2022-02-09,Isulan,121821.99,121752.51558534015,69.47441465985321
2022-02-10,Isulan,121053.97,119122.4475462549,1931.5224537450995
2022-02-11,Isulan,123958.54,122383.39045189579,1575.1495481042075
2022-02-12,Isulan,110754.61,117342.02483486247,-6587.414834862473
2022-02-13,Isulan,102505.54,110437.01134046743,-7931.47134046744
2022-02-14,Isulan,113953.24,114151.29591715876,-198.05591715875198
2022-02-15,Isulan,119519.79,118251.78612047243,1268.0038795275614
2022-02-16,Isulan,126384.28,122672.17256214192,3712.1074378580815
2022-02-17,Isulan,123596.32,123300.06844024162,296.25155975838425
2022-02-18,Isulan,110946.19,120268.18246375847,-9321.992463758463
2022-02-19,Isulan,104114.24,107448.25712867227,-3334.0171286722616
2022-02-20,Isulan,99849.88,104886.35814053474,-5036.478140534731
2022-02-21,Isulan,114264.05,112853.60277266857,1410.4472273314313
2022-02-22,Isulan,120090.99,120524.531258877,-433.54125887699774
2022-02-23,Isulan,131518.87,126277.92431744342,5240.945682556572
2022-02-24,Isulan,126631.33,126812.19213515426,-180.86213515425334
2022-02-25,Isulan,121508.45,121970.33585683409,-461.88585683409474
2022-02-26,Isulan,120451.81,116368.43504405417,4083.374955945823
2022-02-27,Isulan,108098.55,111782.21167398815,-3683.661673988143
2022-02-28,Isulan,122996.3,117648.0640265726,5348.235973427407
2022-03-01,Isulan,138045.35,128795.05282598757,9250.297174012434
2022-03-02,Isulan,141897.5,136520.36068708752,5377.139312912477
2022-03-03,Isulan,136793.28,134704.3307179826,2088.949282017391
2022-03-04,Isulan,136790.4,129559.12621845125,7231.273781548749
2022-03-05,Isulan,117655.12,123656.75072963648,-6001.630729636483
2022-03-06,Isulan,111908.07,112285.49849234315,-377.42849234314053
2022-03-07,Isulan,127074.84,118591.3904614362,8483.4495385638
2022-03-08,Isulan,118878.94,124659.8461587038,-5780.906158703801
2022-03-09,Isulan,124073.45,124890.91991808779,-817.4699180877942
2022-03-10,Isulan,122711.73,125539.48416468906,-2827.7541646890604
2022-03-11,Isulan,122116.41,123935.82799133161,-1819.4179913316038
2022-03-12,Isulan,118067.04,119754.4626506065,-1687.4226506065024
2022-03-13,Isulan,111984.94,114928.16441743284,-2943.224417432837
2022-03-14,Isulan,131247.58,123025.30181473082,8222.27818526917
2022-03-15,Isulan,132132.56,130939.25607807054,1193.3039219294587
2022-03-16,Isulan,124268.48,130458.68015219872,-6190.200152198726
2022-03-17,Isulan,124236.64,126625.0527050762,-2388.4127050762036
2022-03-18,Isulan,122621.82,125692.03259000317,-3070.212590003168
2022-03-19,Isulan,111483.19,119236.82391605928,-7753.633916059276
2022-03-20,Isulan,101310.73,111786.6144535515,-10475.884453551509
2022-03-21,Isulan,113463.0,117428.28864602177,-3965.2886460217705
2022-03-22,Isulan,114486.01,119381.14948985689,-4895.139489856898
2022-03-23,Isulan,122663.03,121111.17357709244,1551.8564229075564
2022-03-24,Isulan,121241.55,124260.53952292526,-3018.989522925258
2022-03-25,Isulan,123752.45,121813.52360468758,1938.9263953124173
